Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Density,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
Badadur®,PET/PBT 28 M25,Polybutylene Terephthalate + PET,PBT+PET,1.54,(PBT+PET)-MD25,,,,83.4,4310.0,,
4DUR®,9K22117,Polybutylene Terephthalate + PET,PBT+PET,1.43,(PBT+PET)-GF15,,220.0,,,6000.0,,63.0
NOVADURAN™,5010GN6-40MD,Polybutylene Terephthalate + PET,PBT+PET,1.78,(PBT+PET)-GF-FR,,224.0,10700.0,144.0,10500.0,,
NOVADURAN™,5308G30MG,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30,,255.0,9700.0,218.0,10500.0,,
SCHULADUR®,A1 GF 30,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,,,11000.0,,
SCHULADUR®,PCR GF 20,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF20,,,,,7600.0,,
SCHULADUR®,PCR GF 20 HI,Polybutylene Terephthalate + PET,PBT+PET,1.39,(PBT+PET)-I-GF20,,,,,6200.0,,
Toraycon™,2107G-X01,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF40,,,10500.0,205.0,,,
VYLOPET™,EMC-430X8,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET),,,9700.0,222.0,,,
VYLOPET™,EMC-445,Polybutylene Terephthalate + PET,PBT+PET,1.66,(PBT+PET),,,12500.0,224.0,,,
VYLOPET™,EMC-450,Polybutylene Terephthalate + PET,PBT+PET,1.82,(PBT+PET),,,18400.0,264.0,,,
TriVET™,21G30BE,Polybutylene Terephthalate + PET,PBT+PET,1.5,(PBT+PET)-I-GF30,112.0,,6890.0,,,,20.0
TriVET™,21GM40FR0EB,Polybutylene Terephthalate + PET,PBT+PET,1.77,(PBT+PET)-(GF+MD)40-FR,,,10200.0,,,,12.0
SKYVERSE®,TGR,Polybutylene Terephthalate + PET,PBT+PET,1.56,(PBT+PET)-GF30-FR,103.0,,8000.0,160.0,,,
Lupox®,SG5300A,Polybutylene Terephthalate + PET,PBT+PET,1.53,(PBT+PET)-GF50,140.0,,8500.0,195.0,9500.0,,25.0
Lupox®,SG5500,Polybutylene Terephthalate + PET,PBT+PET,1.73,(PBT+PET)-GF50,147.0,,13500.0,235.0,15000.0,,17.0
Infino,ASF-9810F,Polybutylene Terephthalate + PET,PBT+PET,1.31,(PBT+PET)-MD,58.8,,2320.0,80.0,2350.0,,55.0
POCAN®,T7331 000000,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,10300.0,230.0,10400.0,,
POCAN®,T7331 700226 POS151,Polybutylene Terephthalate + PET,PBT+PET,1.55,(PBT+PET)-GF30,,,10300.0,230.0,10400.0,,
POCAN®,T7391 000000,Polybutylene Terephthalate + PET,PBT+PET,1.69,(PBT+PET)-GF45,,,15500.0,260.0,16000.0,,
POCAN®,TS3220 901510,Polybutylene Terephthalate + PET,PBT+PET,1.38,(PBT+PET)-I-GF20,76.79570343495558,,5200.0,120.0,5500.0,,
POCAN®,TS3221 901510,Polybutylene Terephthalate + PET,PBT+PET,1.39,(PBT+PET)-I-GF20,67.65947106824751,,5100.0,120.0,5500.0,,
AuroraTec™,745GF,Polybutylene Terephthalate + PET,PBT+PET,1.7,(PBT+PET)-GF45,162.0,,15500.0,262.0,,,
DURANEX®,930MA,Polybutylene Terephthalate + PET,PBT+PET,1.47,(PBT+PET)-GF25,,,7200.0,195.0,,,
Hangzhou Plastic,PET/PE,"Film, PET/PE","Film, PET/PE",,(PET+PE),,,,,,,
Starex,EG-7000,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.08,(ABS+PET),38.2,,1960.0,55.0,2000.0,,35.0
Toyolac™,RFX10  X01 U,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.11,(ABS+PET),,,2000.0,68.0,,,25.0
Kingfa,CK-100,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.1,(ABS+PET),,,2000.0,60.0,,,20.0
Starex,GC-0710,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.12,(ABS+PET),40.2,,1900.0,60.0,2000.0,,
Starex,NT-7200 W,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.19,(ABS+PET),37.3,,1800.0,57.0,1900.0,,30.0
Starex,EG-7030,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.11,(ABS+PET),45.6,,1900.0,55.0,,,18.0
Starex,GC-0730,Acrylonitrile Butadiene Styrene + PET,ABS+PET,1.12,(ABS+PET),39.2,,1700.0,55.0,1750.0,,
Hangzhou Plastic,PET/EVOH/PE,"Film, PET/EVOH/PE","Film, PET/EVOH/PE",,,,,,,,,
Hangzhou Plastic,PET/PVDC/PE,"Film, PET/PVDC/PE","Film, PET/PVDC/PE",,,,,,,,,
TLT™,#220 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
TLT™,#130 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
TLT™,#240 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
TLT™,#100 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
TLT™,#330 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
TLT™,#150 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
TLT™,#280 - U,"Film, PPS/PET/PPS","Film, PPS/PET/PPS",,,,,,,,,
