Product Name,Grade,Generic Polymer Type,Generic Polymer Symbol,Polymer Code,Tensile Strength at Yield,Melting Temperature,Flexural Modulus,Flexural Strength,Tensile Modulus,Glass Transition Temperature,Melt Mass-Flow Rate (MFR)
ELTEX®,LL2635UA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.0,,500.0,,450.0,,3.3
Kazan LDPE,11503-070,"Polyethylene, Low Density",LDPE,PE-LD,9.32,,,,,,7.0
Kazan LDPE,15313-003,"Polyethylene, Low Density",LDPE,PE-LD,9.81,,,,,,0.3
K-lex,7000,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,149.0,,,,,,2.2
Jam,09X02,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.2
Jam,12X01,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
Jam,14XF9,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
Jam,16502,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Jam,16503,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.0
Jam,18YF5,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.55
Jam,20X02,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.5
Jam,25525,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,,450.0,,,,25.0
Jam,30Y04,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,670.0,,,,4.0
Jam,484H2,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.25
Jam,524H1,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.15
Jam,LL-20516,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,430.0,,,,16.0
EVALENE® LLDPE,LF10182,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
EVALENE® LLDPE,LF20184,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
EVALENE® LLDPE,LF20185,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
EVALENE® LLDPE,LF20186,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Karina,COMP. PEBD PRETO-FC (TC9008),"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.15
MIDILENA I,LDPE B20/0.3,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
MIDILENA I,LDPE B22/0.7,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.7
RTP,0799 X 152409,"Polyethylene, Low Density",LDPE,PE-LD,,,138.0,5.52,207.0,,
RTP,799 A X 128004 D EG,"Polyethylene, Low Density",LDPE,PE-LD,,,276.0,11.7,276.0,,1.2
RTP,799 A X 143522 EG,"Polyethylene, Low Density",LDPE,PE-LD,,,138.0,6.89,138.0,,
Petro Rabigh PE,FS253S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,2.2
Petro Rabigh PE,G201,"Polyethylene, Low Density",LDPE,PE-LD,,107.0,,,,,2.0
Lanufene,LLF 182N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Ravalene®,CR C 6241,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.7
Ravalene®,CR C 7654,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,4.0
RELENE®,1020FA20,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
RELENE®,16MA400,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,140.0,,,,30.0
RELENE®,J1020XA20,"Polyethylene, Low Density",LDPE,PE-LD,8.5,,,,170.0,,2.0
RELENE®,J24FS040,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
RELENE®,JE24065,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,,250.0,,,,6.5
RELENE®,LL36RA045UV,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.7,,588.0,,,,4.5
RELENE®,M24300,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.5,,325.0,,,,30.0
RELENE®,M26500,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.5,,250.0,,,,50.0
RELENE®,O35042,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,500.0,,,,4.5
ALCUDIA® LDPE,2107F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.7
ALCUDIA® LDPE,2212FG,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.2
ALCUDIA® LDPE,2221F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.1
ALCUDIA® LDPE,2303-F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
ALCUDIA® LDPE,2321FS,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.1
ALCUDIA® LDPE,2335FG,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.5
ALCUDIA® LDPE,2625FG,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.5
ALCUDIA® LDPE,2820FG,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
ALCUDIA® LDPE,3235F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.5
ALCUDIA® LDPE,3235FGA,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.5
ALCUDIA® LDPE,CN-102,"Polyethylene, Low Density",LDPE,PE-LD,12.0,,,,,,0.25
ALCUDIA® LDPE,CP-104,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.4
ALCUDIA® LDPE,PE-063/A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
ALCUDIA® LDPE,PE-071,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.5
PreZero,LD 1592B,"Polyethylene, Low Density",LDPE,PE-LD-X5,17.2,,283.0,,,,1.2
RBW,Retro Roto Powder,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,4.0
PRE-ELEC®,PE 17840,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,22.0,,,,,,4.5
ULTZEX™,15150J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,121.0,120.0,,,,15.0
ULTZEX™,1520L,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,115.0,150.0,,,,2.3
ULTZEX™,3520L,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.0,124.0,420.0,,,,2.1
NEO-ZEX™,2015M,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,121.0,230.0,,,,1.2
NEO-ZEX™,20201J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,120.0,180.0,,,,20.0
NEO-ZEX™,45200,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.0,124.0,630.0,,,,20.0
Evolue™,SP0540,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,98.0,120.0,,,,3.8
Evolue™,SP1071C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,112.0,150.0,,,,10.0
Titanvene™,LL0209SC,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Titanvene™,LL0220SR,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Lotrène® LLDPE,Q1018H,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Lotrène® LLDPE,Q2018N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Lotrène® LLDPE,Q3018C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,2.8
InnoPlus,LD2026K,"Polyethylene, Low Density",LDPE,PE-LD,,109.0,,,,,4.0
InnoPlus,LD2420K,"Polyethylene, Low Density",LDPE,PE-LD,11.0,110.0,,,260.0,,4.0
InnoPlus,LD2426F,"Polyethylene, Low Density",LDPE,PE-LD,11.0,111.0,,,260.0,,0.75
InnoPlus,LL7410A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
InnoPlus,LL7410D,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
InnoPlus,LL9450UP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,600.0,,,,5.0
InnoPlus,LL9640UP,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,550.0,,,,4.0
Kemcor,LD 0200,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.2
Kemcor,LD 1110,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
Kemcor,LD 1492,"Polyethylene, Low Density",LDPE,PE-LD,11.0,122.0,,,,,0.2
Kemcor,LD 4202,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.2
Kemcor,LD 9157,"Polyethylene, Low Density",LDPE,PE-LD,8.0,,,,140.0,,60.0
Alkatuff®,401,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Alkatuff®,568,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
Alkatuff®,LL601,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Alkatuff®,LL710UV,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,,550.0,,,,10.0
Alkathene®,LD0128MS,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
Alkathene®,WNC199,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.0
Alkathene®,XLC177,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.5
ALKAMIX™,MB6007,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,
Lotrène® LDPE,FB3003,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
Lotrène® LDPE,FE3000,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.3
Lotrène® LDPE,FE8000,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
Lotrène® LDPE,FE8004,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.8
Bapolene®,105B,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
Bapolene®,135B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
BioBlend®,XP 24875,"Polyethylene, High Density + LLDPE",HDPE+LLDPE,(PE-HD+PE-LLD),,,708.0,,568.0,,0.7
Asrene®,UC1827,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,,,,,2.7
ExxonMobil™ LLDPE,LL 3001.39 Cast,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
MARPOL®,LL6R 807UV,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,126.0,758.0,,,,7.0
PRE-ELEC®,PE 18992,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,280.0,,,,1.5
Ravapura®,L7010,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
RTP,0799 A X 141636 C (ISO),"Polyethylene, Low Density",LDPE,PE-LD-L,,,,,120.0,,0.5
SCG LLDPE,L2420J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.7,122.0,647.0,,,,20.0
SCG LLDPE,L2650J,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.7,121.0,598.0,,,,50.0
PolyGen®,221-2 LDPE,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
PolyGen®,B. 118-2 LLDPE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
PolyGen®,B. 218-1 LLDPE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Clearflex® H&T,CHH 196 BA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,123.0,,,,,1.9
Clearflex™,FG 106 A BA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,125.0,,,,,1.1
Clearflex™,FG 306 A BCA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,127.0,,,,,0.8
Clearflex™,FG 336 A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,127.0,,,,,0.8
Flexirene®,FF 25 U BCA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,120.0,,,,,0.65
Flexirene®,FG 23 F BCA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,123.0,,,,,1.0
Flexirene®,FG 30 BCA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,124.0,,,,,1.0
Flexirene®,MR 50 A BCA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,126.0,500.0,,,,22.0
Flexirene®,MR 56 A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,15.0,124.0,500.0,,,,22.0
Flexirene®,MS 20 A BCA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,9.0,116.0,150.0,,,,26.0
Flexirene®,MS 40 U BA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.0,121.0,300.0,,,,27.0
Flexirene®,MT 40 U BA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.0,118.0,220.0,,,,50.0
Pharmalene®,MP 20 PH BA,"Polyethylene, Low Density",LDPE,PE-LD,10.0,108.0,130.0,,,,8.0
Riblene®,FC 39 BA,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,0.25
Riblene®,FL 34 F BA,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.1
VERDANT™,PCRLL0132 Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
VINPOL™,LB02018BE,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
VINPOL™,LD002521 Series,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.25
VINPOL™,LD00322F,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.33
VINPOL™,LD10018,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,230.0,,,,10.0
VINPOL™,LH00938,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,21.0,,640.0,,,,0.9
VINPOL™,LH0440U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,,820.0,,,,3.6
VINPOL™,LH0535U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.6,,724.0,,,,5.0
VINPOL™,LH0735U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.6,,738.0,,,,7.0
VINPOL™,LO01018 -C,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
VINPOL™,LS01017B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
TEKNIFLEX® Pouch,CL6014,"Film, C1S Paper/LDPE/Al Foil/LDPE","Film, C1S Paper/LDPE/Al Foil/LDPE",,,,,,,,
TEKNIFLEX® Pouch,PE2718,"Film, Polyester/PE/Al Foil/LLDPE","Film, Polyester/PE/Al Foil/LLDPE",,,,,,,,
Sinpolene,MBB005LE,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,6.0
Sinpolene,MBB1412,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
Sinpolene,MBB3461,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,35.0
Sinpolene,MBB5821,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,20.0
Sinpolene,MBB7522,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,25.0
Sinpolene,MBN7012,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,1.0
Sinpolene,MBW1382,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,10.0
Terraloy®,BP-10000A,Thermoplastic Starch + LLDPE,TPS+LLDPE,(Starch+PE-LLD),,,,,,,
Sumitomo PE,FS253S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,2.2
SUMIKATHENE® L,CL5035,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,121.0,,,,,100.0
SUMIKATHENE® L,GA850,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,120.0,,,,,14.0
SUMIKATHENE® Hi-Alpha,FW201-0,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,119.0,,,,,2.0
SUMIKATHENE®,CE3506,"Polyethylene, Low Density",LDPE,PE-LD,,117.0,,,,,5.0
SUMIKATHENE®,F101-1,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,0.3
SUMIKATHENE®,F108-R,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,0.42
SUMIKATHENE®,F200-0,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,2.0
SUMIKATHENE®,G109,"Polyethylene, Low Density",LDPE,PE-LD,,112.0,,,,,0.3
SUMIKATHENE®,G701,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,7.0
SUMIKATHENE®,G720,"Polyethylene, Low Density",LDPE,PE-LD,,111.0,,,,,7.0
SUMIKATHENE®,G806,"Polyethylene, Low Density",LDPE,PE-LD,,104.0,,,,,50.0
SUMIKATHENE®,L211,"Polyethylene, Low Density",LDPE,PE-LD,,112.0,,,,,2.0
SUMIKATHENE®,L716-1,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,7.0
SUMIKATHENE®,L716-H,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,7.0
SUMIKATHENE®,L718-H,"Polyethylene, Low Density",LDPE,PE-LD,,106.0,,,,,8.0
EXCELLEN® FX,FX357 (CX3504),"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,75.0,,,,,3.2
Hanwha TotalEnergies PE,432G,"Polyethylene, Low Density",LDPE,PE-LD,,112.0,,,,,2.0
Hanwha TotalEnergies PE,620L,"Polyethylene, Low Density",LDPE,PE-LD,,110.0,,,,,5.3
HM10®,S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD80,,,,,,,1.0
HM10®,S1,"Polyethylene, Linear Low Density",LLDPE,PE-LLD-MD80,,,,,,,1.0
POLYLINK®,XL121,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.25
Polyglue®,GE310PL,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,3.0
Polyglue®,LE149V,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.6
HIPTEN®,21015,"Polyethylene, Low Density",LDPE,PE-LD,10.0,,,,,,1.5
HIPTEN®,22027 A6,"Polyethylene, Low Density",LDPE,PE-LD,9.0,,,,,,2.7
STAR,LDPE E20917,"Polyethylene, Low Density",LDPE,PE-LD,,104.0,190.0,,,,20.0
STAR,LDPE E22920,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,234.0,,,,22.0
STAR,LDPE E40920S,"Polyethylene, Low Density",LDPE,PE-LD,12.4,,283.0,,,,40.0
STAR,LLDPE 150939,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,16.5,,572.0,,,,150.0
STAR,LLDPE 20924 G,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.5,,,,315.0,,20.0
STAR,LLDPE B2918.SA,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
STAR,LLDPE H1920,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,10.0
STAR,LLDPE H2920,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
STAR,LLDPE O2919,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,220.0,,,,,2.0
STAR,LLDPE RT2942,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,22.8,127.0,1030.0,,,,2.0
STAR,LLDPE X2918.B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
SILVER®,PE 1011.LDH,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
HANWHA LLDPE,3224,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
HANWHA LLDPE,3304,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.1
HANWHA LLDPE,3305,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.9
HANWHA LLDPE,3306W,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.8
HANWHA LLDPE,4300N,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
HANWHA LLDPE,7635,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,10.8,124.0,,,,,20.0
HANWHA LDPE,749,"Polyethylene, Low Density",LDPE,PE-LD,9.81,109.0,,,,,6.0
HANWHA LDPE,950,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,7.5
HANWHA LDPE,955,"Polyethylene, Low Density",LDPE,PE-LD,9.32,,,,,,7.7
HANWHA,CLBA-8450BK,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
Halene L,71601D,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
Halene L,71602S,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Halene L,73005T,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,,450.0,,,,5.0
HYPEL®,PELD20/.920,"Polyethylene, Low Density",LDPE,PE-LD,11.0,,228.0,,,,20.0
Ethylplus,611 LE,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,8.0
Terralene®,LL 1303,"Polyethylene, Low Density + LLDPE",LDPE+LLDPE,PE-LLD,,130.0,180.0,5.7,200.0,,2.2
TAISOX®,3440,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,11.3,123.0,,,,,4.0
TAISOX®,3470,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.7,122.0,,,,,23.0
SureSpec,LLC6-008,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
SureSpec,LLC6-200,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.4,,448.0,,,,20.0
Formolene®,FC2502A,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Formolene®,L42009B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
Formolene®,L42009F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
Formolene®,L42022B,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Formolene®,L62009H,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.95
Formolene FORMAX®,L91507A,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
Formolene FORMAX®,L91507E2,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
G-Lene,F20S009,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
G-Lene,R35A042,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,18.6,,450.0,,,,4.2
Favorite,LL303,"Polyethylene, Low Density + LLDPE",LDPE+LLDPE,PE-LLD,,,,,,,
Favorite,LL506,"Polyethylene, Linear Low Density + EVA",LLDPE+EVA,(PE-LLD+EVA),,,,,,,1.3
Favorite,LL515,"Polyethylene, Low Density + LLDPE",LDPE+LLDPE,PE-LLD,,,,,,,
Nexxstar™,Low EVA-00111,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.5
ExxonMobil™ LLDPE,LL 1001 Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ExxonMobil™ LLDPE,LL 1001AV Blown,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ExxonMobil™ LLDPE,LL 1001AV Wire & Cable,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,310.0,,,,1.0
ExxonMobil™ LLDPE,LL 1002 Series Blown,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ExxonMobil™ LLDPE,LL 1002AY Cast,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ExxonMobil™ LLDPE,LL 1002AY Wire & Cable,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,12.0,,300.0,,,,2.0
ExxonMobil™ LLDPE,LL 1002BU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ExxonMobil™ LLDPE,LL 1107 Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.8
ExxonMobil™ LLDPE,LL 1201BS,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.7
ExxonMobil™ LLDPE,LL 1236 Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.6
ExxonMobil™ LLDPE,LL 3402.48 Cast,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
ExxonMobil™ LLDPE,LL 5252.09,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,0.114,,456.0,,,,50.0
ExxonMobil™ LLDPE,LL 6201.19,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.1,,507.0,,,,50.0
ExxonMobil™ LLDPE,LL 6202.19,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,14.2,,513.0,,,,12.0
ExxonMobil™ LLDPE,LL 8450 Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,16.5,,621.0,,,,5.0
ExxonMobil™ LLDPE,LL1001xBU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,1.0
ExxonMobil™ LDPE,LD 071 Series,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.7
ExxonMobil™ LDPE,LD 080 Series,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.18
ExxonMobil™ LDPE,LD 136.MN,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
ExxonMobil™ LDPE,LD 160AT,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.0
ExxonMobil™ LDPE,LD 165.BW1,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.33
ExxonMobil™ LDPE,LD 185 Series,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
ExxonMobil™ LDPE,LD 201.48,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,4.2
ExxonMobil™ LDPE,LD 331.NM,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
ExxonMobil™ LDPE,LD 600BA,"Polyethylene, Low Density",LDPE,PE-LD,,,,,189.0,,21.0
ExxonMobil™ LDPE,LD 637.LI,"Polyethylene, Low Density",LDPE,PE-LD,13.4,,269.0,,,,40.0
ExxonMobil™,NTX 101,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
ExxonMobil™,NTX Series,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,0.9
Sasol Polymers PE,HF1820X,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,2.0
Sasol Polymers PE,HF1832X,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,,,,,,3.2
Sasol Polymers PE,HR3935U,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,19.0,,800.0,,,,3.5
Sasol Polymers PE,LF2207M,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,0.75
Sasol Polymers PE,LF2220 (Film Extrusion),"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
Sasol Polymers PE,LF2220M,"Polyethylene, Low Density",LDPE,PE-LD,,,,,,,2.0
SCG LLDPE,L2009F,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,,122.0,,,,,1.0
SCG LLDPE,M3804RW,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,20.0,125.0,700.0,,,,4.0
SCG LLDPE,M735RU,"Polyethylene, Linear Low Density",LLDPE,PE-LLD,17.0,125.0,570.0,,,,6.0
